FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,FlightDuration,FuelConsumed (kg),PayloadWeight (kg),PassengerCount,TaxiOutTime (min),TaxiInTime (min),ExpectedFuel (kg),FuelDifference (kg),RouteDistance (km),AltitudeLevel (ft),CruiseSpeed (km/h),FuelPerPassenger (kg),FuelPerKm (kg/km),EmissionEstimate (kg CO₂)
QR5605,A320,JED,IST,2025-02-07 17:06,2025-02-07 20:08,182,3833.84,12142,117,14,7,3761.42,72.42,2383.55,38558,782,32.77,1.6085,12114.93
SV2048,A320,DEL,DOH,2025-06-09 14:08,2025-06-09 16:59,171,3343.45,6278,127,26,13,3482.78,-139.33,2553.18,36052,892,26.33,1.3095,10565.3
PK1560,A320,KHI,DEL,2025-11-22 07:40,2025-11-22 08:51,71,1585.32,11482,106,23,9,1534.82,50.5,1067.83,36730,890,14.96,1.4846,5009.61
EK1897,A320,IST,DOH,2025-01-18 21:24,2025-01-19 00:35,191,3885.13,12810,180,13,24,3948.1,-62.97,2756.39,36281,864,21.58,1.4095,12277.01
QR7791,A320,CAI,JED,2025-04-12 02:41,2025-04-12 04:08,87,1759.84,9571,93,21,7,1835.71,-75.87,1214.94,35891,831,18.92,1.4485,5561.09
SV4639,A320,JED,KHI,2025-11-22 21:50,2025-11-23 01:20,210,4209.7,17355,87,6,23,4373.55,-163.85,2882.63,30951,820,48.39,1.4604,13302.65
EK9166,A320,DXB,KHI,2025-09-14 14:56,2025-09-14 16:25,89,1909.75,9026,154,9,23,1870.26,39.49,1190.18,31790,801,12.4,1.6046,6034.81
EK5977,A320,CAI,DEL,2025-05-20 19:10,2025-05-21 00:06,296,6123.85,7106,101,10,16,5991.06,132.79,4412.05,38843,893,60.63,1.388,19351.37
QR4885,A320,DEL,IST,2025-05-16 22:43,2025-05-17 03:52,309,6410.27,17981,105,24,20,6359.81,50.46,4573.44,36468,886,61.05,1.4016,20256.45
AI5937,A320,CAI,KHI,2025-06-25 14:00,2025-06-25 17:59,239,4930.5,10654,159,5,6,4886.54,43.96,3565.44,32708,893,31.01,1.3829,15580.38
TK9370,A320,JED,DEL,2025-05-17 16:46,2025-05-17 21:37,291,5922.62,9780,111,10,11,5917.8,4.82,3886.02,32003,800,53.36,1.5241,18715.48
TK7265,A320,KHI,IST,2025-02-19 13:57,2025-02-19 18:35,278,5945.71,16810,84,17,14,5728.1,217.61,3975.55,37074,857,70.78,1.4956,18788.44
QR9084,A320,DEL,DXB,2025-03-25 08:47,2025-03-25 11:24,157,3167.35,14027,127,17,24,3280.27,-112.92,2186.68,35635,832,24.94,1.4485,10008.83
SV1115,A320,DXB,KHI,2025-01-03 19:33,2025-01-03 20:54,81,1783.42,16513,158,6,6,1785.13,-1.71,1190.18,36069,873,11.29,1.4984,5635.61
EK1968,A320,JED,CAI,2025-05-08 11:21,2025-05-08 12:46,85,1766.4,11607,90,18,16,1816.07,-49.67,1214.94,31300,850,19.63,1.4539,5581.82
MS7295,A320,JED,DOH,2025-11-03 01:33,2025-11-03 03:05,92,1988.1,16177,102,26,6,2001.77,-13.67,1332.96,34525,862,19.49,1.4915,6282.4
MS4851,A320,CAI,IST,2025-11-21 22:25,2025-11-21 23:53,88,1913.32,9328,111,21,10,1853.28,60.04,1261.41,37264,852,17.24,1.5168,6046.09
EK7301,A320,DOH,CAI,2025-06-08 08:21,2025-06-08 10:44,143,2987.27,7461,159,11,11,2934.61,52.66,2060.93,34352,860,18.79,1.4495,9439.77
EK8154,A320,JED,DOH,2025-12-12 17:11,2025-12-12 18:40,89,2017.83,15129,136,27,20,1931.29,86.54,1332.96,36275,890,14.84,1.5138,6376.34
QR6884,A320,JED,IST,2025-11-17 20:27,2025-11-17 23:20,173,3621.27,11106,87,9,9,3571.06,50.21,2383.55,35467,823,41.62,1.5193,11443.21
MS7780,A320,CAI,JED,2025-01-03 20:16,2025-01-03 21:45,89,1821.48,11837,139,8,12,1898.37,-76.89,1214.94,37664,817,13.1,1.4992,5755.88
AI3034,A320,JED,DXB,2025-03-27 13:39,2025-03-27 15:44,125,2480.89,10929,112,18,12,2609.29,-128.4,1702.17,30465,815,22.15,1.4575,7839.61
QR7055,A320,DXB,CAI,2025-12-23 11:48,2025-12-23 14:41,173,3665.53,7808,84,22,24,3538.08,127.45,2419.78,36066,836,43.64,1.5148,11583.07
MS6682,A320,DEL,DXB,2025-12-09 16:39,2025-12-09 19:05,146,3084.35,12541,123,15,9,3045.41,38.94,2186.68,30468,896,25.08,1.4105,9746.55
QR6094,A320,DEL,DOH,2025-10-28 11:25,2025-10-28 14:27,182,3616.51,8064,86,15,9,3720.64,-104.13,2553.18,34807,840,42.05,1.4165,11428.17
QR3116,A320,JED,KHI,2025-10-21 15:03,2025-10-21 18:22,199,4082.89,16009,145,28,24,4140.09,-57.2,2882.63,31629,869,28.16,1.4164,12901.93
QR9182,A320,KHI,CAI,2025-08-26 09:25,2025-08-26 13:59,274,5511.09,16904,121,20,16,5649.04,-137.95,3565.44,34358,780,45.55,1.5457,17415.04
EK4652,A320,IST,DXB,2025-05-11 04:39,2025-05-11 08:24,225,4680.45,15453,161,9,16,4654.53,25.92,3029.96,35320,807,29.07,1.5447,14790.22
MS3341,A320,KHI,IST,2025-12-09 11:05,2025-12-09 15:48,283,5541.25,10567,143,9,22,5765.67,-224.42,3975.55,36148,841,38.75,1.3938,17510.35
PK1270,A320,KHI,DXB,2025-08-21 00:32,2025-08-21 02:00,88,1894.43,15867,164,30,9,1918.67,-24.24,1190.18,30386,811,11.55,1.5917,5986.4
AI4484,A320,DXB,KHI,2025-04-12 22:03,2025-04-12 23:34,91,1924.47,10074,83,23,18,1920.74,3.73,1190.18,36237,782,23.19,1.617,6081.33
EK8230,A320,DEL,DXB,2025-01-20 06:58,2025-01-20 09:23,145,2844.94,8068,161,8,17,2980.68,-135.74,2186.68,38174,899,17.67,1.301,8990.01
PK5181,A320,DOH,DXB,2025-02-04 05:09,2025-02-04 05:37,28,747.56,16551,160,25,19,725.51,22.05,378.52,35281,803,4.67,1.9749,2362.29
MS3173,A320,CAI,KHI,2025-08-23 07:27,2025-08-23 11:32,245,5195.15,11086,159,10,16,5010.86,184.29,3565.44,34387,871,32.67,1.4571,16416.67
PK2899,A320,DOH,IST,2025-11-14 10:42,2025-11-14 14:07,205,4325.7,8494,103,10,25,4184.94,140.76,2756.39,37944,806,42.0,1.5693,13669.21
EK459,A320,IST,DXB,2025-07-27 08:23,2025-07-27 11:54,211,4345.78,12817,165,24,10,4348.17,-2.39,3029.96,32049,859,26.34,1.4343,13732.66
PK2106,A320,IST,DOH,2025-07-18 05:32,2025-07-18 08:59,207,4154.59,9992,124,18,22,4239.92,-85.33,2756.39,35927,797,33.5,1.5073,13128.5
MS784,A320,DEL,DOH,2025-09-28 14:44,2025-09-28 17:43,179,3725.27,12394,85,22,15,3703.94,21.33,2553.18,38780,853,43.83,1.4591,11771.85
MS9676,A320,JED,CAI,2025-01-03 07:55,2025-01-03 09:22,87,1905.8,16830,88,26,7,1908.3,-2.5,1214.94,34823,836,21.66,1.5686,6022.33
EK9633,A320,JED,IST,2025-03-07 22:19,2025-03-08 01:16,177,3607.12,16294,172,25,8,3702.94,-95.82,2383.55,36164,805,20.97,1.5133,11398.5
QR8618,A320,CAI,DOH,2025-01-06 11:00,2025-01-06 13:25,145,2923.11,10652,174,30,15,3006.52,-83.41,2060.93,36733,851,16.8,1.4183,9237.03
PK9189,A320,IST,DEL,2025-06-10 05:30,2025-06-10 10:36,306,6106.49,9886,98,30,15,6218.86,-112.37,4573.44,31576,895,62.31,1.3352,19296.51
AI4330,A320,CAI,DXB,2025-11-21 00:19,2025-11-21 03:15,176,3519.58,15895,106,7,25,3678.95,-159.37,2419.78,30385,824,33.2,1.4545,11121.87
QR356,A320,DOH,CAI,2025-01-04 21:19,2025-01-04 23:46,147,3047.19,12405,110,9,24,3064.05,-16.86,2060.93,37835,837,27.7,1.4785,9629.12
SV3399,A320,DOH,DXB,2025-12-17 07:43,2025-12-17 08:11,28,698.87,10914,86,8,21,669.14,29.73,378.52,34457,789,8.13,1.8463,2208.43
QR1169,A320,JED,KHI,2025-12-14 23:19,2025-12-15 02:42,203,4064.64,10330,82,6,6,4163.3,-98.66,2882.63,32167,848,49.57,1.41,12844.26
PK8372,A320,DOH,JED,2025-05-27 18:06,2025-05-27 19:45,99,2190.8,14717,146,7,7,2127.17,63.63,1332.96,35089,802,15.01,1.6436,6922.93
PK4467,A320,IST,DEL,2025-08-06 02:14,2025-08-06 07:49,335,6966.1,15727,125,23,21,6857.27,108.83,4573.44,33150,818,55.73,1.5232,22012.88
SV273,A320,DEL,CAI,2025-03-14 20:59,2025-03-15 02:10,311,6305.64,13216,97,19,15,6352.16,-46.52,4412.05,32254,851,65.01,1.4292,19925.82
PK185,A320,DEL,IST,2025-07-23 19:32,2025-07-24 01:06,334,6514.95,12127,159,15,14,6801.27,-286.32,4573.44,36927,821,40.97,1.4245,20587.24
QR5991,A320,IST,JED,2025-08-13 12:07,2025-08-13 14:53,166,3436.33,10484,92,25,24,3424.84,11.49,2383.55,33518,857,37.35,1.4417,10858.8
MS1387,A320,CAI,DXB,2025-07-22 23:09,2025-07-23 01:58,169,3475.36,13207,128,10,24,3512.07,-36.71,2419.78,32455,859,27.15,1.4362,10982.14
TK2110,A320,DEL,DOH,2025-10-03 15:42,2025-10-03 18:38,176,3557.5,6476,101,18,12,3584.76,-27.26,2553.18,30904,868,35.22,1.3934,11241.7
TK4296,A320,DOH,DEL,2025-07-15 17:08,2025-07-15 20:19,191,4038.05,17117,117,15,22,3991.17,46.88,2553.18,33077,800,34.51,1.5816,12760.24
PK6886,A320,DXB,IST,2025-04-09 21:25,2025-04-10 00:56,211,4196.81,9033,125,7,22,4310.33,-113.52,3029.96,37491,860,33.57,1.3851,13261.92
EK3409,A320,JED,CAI,2025-10-25 20:49,2025-10-25 22:12,83,1874.68,12889,128,17,7,1788.89,85.79,1214.94,30556,870,14.65,1.543,5923.99
TK952,A320,DXB,KHI,2025-06-03 12:47,2025-06-03 14:16,89,1988.72,15608,125,12,9,1936.08,52.64,1190.18,31461,799,15.91,1.6709,6284.36
EK8632,A320,KHI,DEL,2025-01-25 00:42,2025-01-25 01:55,73,1575.63,17013,165,24,24,1630.13,-54.5,1067.83,34408,873,9.55,1.4755,4978.99
QR7951,A320,KHI,DXB,2025-01-06 22:07,2025-01-06 23:27,80,1721.81,10228,176,26,19,1702.28,19.53,1190.18,33151,889,9.78,1.4467,5440.92
AI3456,A320,JED,DXB,2025-09-28 02:16,2025-09-28 04:10,114,2461.56,8214,150,28,6,2362.14,99.42,1702.17,38432,894,16.41,1.4461,7778.53
SV5084,A320,KHI,DOH,2025-02-28 19:13,2025-02-28 21:00,107,2191.86,8515,100,18,11,2225.15,-33.29,1568.56,34076,878,21.92,1.3974,6926.28
AI1254,A320,KHI,DEL,2025-06-22 12:17,2025-06-22 13:29,72,1537.37,13760,153,7,9,1577.6,-40.23,1067.83,32355,888,10.05,1.4397,4858.09
AI527,A320,IST,CAI,2025-10-14 07:53,2025-10-14 09:18,85,1856.77,14884,85,15,21,1848.84,7.93,1261.41,34870,886,21.84,1.472,5867.39
PK2347,A320,DEL,DOH,2025-09-06 04:51,2025-09-06 07:52,181,3769.0,16488,138,8,13,3784.88,-15.88,2553.18,38198,844,27.31,1.4762,11910.04
AI9513,A320,DXB,JED,2025-07-18 02:58,2025-07-18 04:54,116,2311.9,10833,158,26,7,2428.33,-116.43,1702.17,38522,877,14.63,1.3582,7305.6
TK7914,A320,KHI,IST,2025-05-06 05:09,2025-05-06 09:47,278,5822.3,11484,97,19,11,5674.84,147.46,3975.55,38572,855,60.02,1.4645,18398.47
TK4626,A320,DEL,KHI,2025-06-27 17:35,2025-06-27 18:51,76,1708.13,12669,83,27,23,1646.69,61.44,1067.83,32790,839,20.58,1.5996,5397.69
PK9653,A320,DOH,CAI,2025-02-17 05:19,2025-02-17 07:43,144,2906.96,14862,125,27,22,3028.62,-121.66,2060.93,32374,854,23.26,1.4105,9185.99
PK3415,A320,CAI,KHI,2025-11-04 20:43,2025-11-05 00:40,237,4938.92,9307,120,24,17,4833.07,105.85,3565.44,33972,899,41.16,1.3852,15606.99
AI1606,A320,CAI,KHI,2025-12-02 08:40,2025-12-02 12:45,245,5233.93,17525,137,21,12,5075.25,158.68,3565.44,33192,871,38.2,1.468,16539.22
MS7353,A320,DOH,KHI,2025-11-04 17:19,2025-11-04 19:10,111,2287.97,12518,88,23,9,2345.18,-57.21,1568.56,35797,847,26.0,1.4586,7229.99
QR3922,A320,DOH,DEL,2025-08-21 23:24,2025-08-22 02:20,176,3564.86,10622,89,10,25,3626.22,-61.36,2553.18,37290,866,40.05,1.3962,11264.96
QR6635,A320,DOH,KHI,2025-07-15 06:24,2025-07-15 08:21,117,2494.75,6618,96,15,17,2406.18,88.57,1568.56,38468,798,25.99,1.5905,7883.41
AI8650,A320,CAI,DXB,2025-04-06 11:16,2025-04-06 14:10,174,3657.88,9274,155,30,14,3572.74,85.14,2419.78,35676,833,23.6,1.5117,11558.9
TK2143,A320,DEL,KHI,2025-12-08 23:16,2025-12-09 00:37,81,1778.44,8729,162,30,14,1707.29,71.15,1067.83,35983,784,10.98,1.6655,5619.87
EK1807,A320,JED,KHI,2025-06-08 12:50,2025-06-08 16:25,215,4631.67,13733,84,18,20,4437.33,194.34,2882.63,35918,801,55.14,1.6068,14636.08
TK9294,A320,KHI,DXB,2025-10-02 09:48,2025-10-02 11:11,83,1815.2,9874,179,19,13,1758.74,56.46,1190.18,31582,856,10.14,1.5251,5736.03
SV4975,A320,CAI,DOH,2025-08-15 03:06,2025-08-15 05:27,141,2984.99,10471,86,21,18,2924.71,60.28,2060.93,34673,873,34.71,1.4484,9432.57
QR4011,A320,KHI,JED,2025-04-19 00:59,2025-04-19 04:32,213,4244.21,11778,162,14,23,4377.78,-133.57,2882.63,31981,812,26.2,1.4723,13411.7
MS318,A320,DXB,IST,2025-01-28 15:28,2025-01-28 19:17,229,4491.54,6684,100,20,17,4646.84,-155.3,3029.96,32877,791,44.92,1.4824,14193.27
QR111,A320,DOH,JED,2025-04-18 05:53,2025-04-18 07:28,95,1958.3,9693,149,9,17,1996.93,-38.63,1332.96,31617,836,13.14,1.4691,6188.23
TK2339,A320,CAI,JED,2025-11-05 06:33,2025-11-05 07:58,85,1955.55,17204,146,24,16,1872.04,83.51,1214.94,31879,849,13.39,1.6096,6179.54
SV6977,A320,JED,DOH,2025-04-08 23:03,2025-04-09 00:41,98,2154.49,10025,91,25,6,2060.25,94.24,1332.96,32669,810,23.68,1.6163,6808.19
EK7741,A320,DEL,KHI,2025-03-01 20:59,2025-03-01 22:14,75,1662.38,17179,141,22,22,1671.79,-9.41,1067.83,38660,846,11.79,1.5568,5253.12
SV2125,A320,CAI,DEL,2025-12-22 07:54,2025-12-22 12:48,294,6013.04,7776,108,14,16,5957.76,55.28,4412.05,30538,898,55.68,1.3629,19001.21
PK3392,A320,JED,KHI,2025-11-28 13:34,2025-11-28 16:52,198,4150.57,13759,171,25,16,4097.59,52.98,2882.63,31144,873,24.27,1.4399,13115.8
PK6926,A320,IST,CAI,2025-11-15 13:27,2025-11-15 14:59,92,2042.38,15181,92,5,6,1991.81,50.57,1261.41,34902,816,22.2,1.6191,6453.92
MS8831,A320,CAI,DXB,2025-07-28 14:26,2025-07-28 17:25,179,3670.59,13076,140,6,25,3710.76,-40.17,2419.78,37090,811,26.22,1.5169,11599.06
SV373,A320,DOH,IST,2025-08-28 11:44,2025-08-28 15:11,207,4102.67,6585,103,18,14,4205.85,-103.18,2756.39,35741,797,39.83,1.4884,12964.44
QR1747,A320,DXB,DEL,2025-06-19 03:51,2025-06-19 06:23,152,3056.1,7262,180,26,7,3112.62,-56.52,2186.68,31078,863,16.98,1.3976,9657.28
PK5274,A320,DOH,JED,2025-02-15 00:03,2025-02-15 01:40,97,2021.03,8853,99,21,22,2028.53,-7.5,1332.96,33066,823,20.41,1.5162,6386.45
PK107,A320,DXB,JED,2025-02-28 21:09,2025-02-28 23:02,113,2392.62,10227,92,20,22,2362.27,30.35,1702.17,37872,898,26.01,1.4056,7560.68
AI9346,A320,DEL,IST,2025-12-24 06:30,2025-12-24 11:49,319,6627.77,14424,92,20,19,6524.24,103.53,4573.44,38950,860,72.04,1.4492,20943.75
PK4108,A320,DXB,KHI,2025-03-11 10:07,2025-03-11 11:35,88,1987.16,17423,88,28,18,1934.23,52.93,1190.18,30894,811,22.58,1.6696,6279.43
MS4982,A320,IST,CAI,2025-05-21 16:38,2025-05-21 18:13,95,2026.34,10098,178,25,16,2000.98,25.36,1261.41,37392,790,11.38,1.6064,6403.23
EK2460,A320,IST,KHI,2025-10-19 15:32,2025-10-19 19:57,265,5603.91,13448,108,17,25,5434.48,169.43,3975.55,32380,898,51.89,1.4096,17708.36
QR9108,A320,DXB,IST,2025-08-06 06:36,2025-08-06 09:58,202,4219.37,12925,85,30,14,4169.25,50.12,3029.96,32362,899,49.64,1.3926,13333.21
SV3380,A320,IST,DOH,2025-03-10 20:00,2025-03-10 23:08,188,3775.45,8007,141,23,14,3840.07,-64.62,2756.39,34934,877,26.78,1.3697,11930.42
PK9516,A320,DEL,JED,2025-08-14 21:04,2025-08-15 01:58,294,6242.9,15649,113,27,22,6036.49,206.41,3886.02,31401,791,55.25,1.6065,19727.56
EK1514,A320,DXB,CAI,2025-10-26 03:24,2025-10-26 06:23,179,3784.21,17267,162,12,21,3752.67,31.54,2419.78,38475,807,23.36,1.5639,11958.1
AI342,A320,JED,DEL,2025-11-24 16:35,2025-11-24 21:13,278,5767.17,7568,143,8,20,5635.68,131.49,3886.02,37227,838,40.33,1.4841,18224.26
TK5848,A320,KHI,DXB,2025-10-22 03:33,2025-10-22 05:01,88,1869.5,15788,159,22,12,1917.88,-48.38,1190.18,31948,804,11.76,1.5708,5907.62
MS9250,A320,DXB,DOH,2025-11-23 15:48,2025-11-23 16:13,25,585.66,10020,97,5,16,600.2,-14.54,378.52,33156,893,6.04,1.5472,1850.69
PK8614,A320,IST,JED,2025-02-13 13:11,2025-02-13 15:53,162,3422.99,10115,89,30,13,3341.15,81.84,2383.55,32631,879,38.46,1.4361,10816.65
TK2561,A320,DEL,CAI,2025-03-11 15:39,2025-03-11 20:48,309,6221.99,9188,114,12,12,6271.88,-49.89,4412.05,30176,854,54.58,1.4102,19661.49
AI9630,A320,JED,DOH,2025-06-13 13:04,2025-06-13 14:46,102,2228.3,17630,111,27,11,2216.3,12.0,1332.96,38413,783,20.07,1.6717,7041.43
TK2040,A320,CAI,JED,2025-12-08 00:08,2025-12-08 01:38,90,1956.89,7171,100,16,5,1871.71,85.18,1214.94,32959,807,19.57,1.6107,6183.77
QR532,A320,DOH,DEL,2025-02-21 07:00,2025-02-21 10:09,189,4110.45,13516,117,23,8,3915.16,195.29,2553.18,35175,808,35.13,1.6099,12989.02
TK8285,A320,CAI,DEL,2025-10-24 04:31,2025-10-24 09:54,323,6444.9,13053,113,9,25,6590.53,-145.63,4412.05,31497,819,57.03,1.4607,20365.88
AI4810,A320,DXB,IST,2025-09-26 06:09,2025-09-26 09:36,207,4268.63,7004,120,25,10,4210.04,58.59,3029.96,35874,878,35.57,1.4088,13488.87
MS3732,A320,DXB,DOH,2025-07-04 08:53,2025-07-04 09:20,27,650.32,14316,144,25,12,683.16,-32.84,378.52,31819,812,4.52,1.7181,2055.01
TK7814,A320,DXB,DOH,2025-05-02 21:57,2025-05-02 22:24,27,604.41,7254,168,18,19,612.54,-8.13,378.52,35646,814,3.6,1.5968,1909.94
SV1276,A320,IST,DEL,2025-06-04 07:13,2025-06-04 12:44,331,6712.91,6998,94,30,13,6689.98,22.93,4573.44,32492,829,71.41,1.4678,21212.8
TK3507,A320,CAI,JED,2025-03-09 03:42,2025-03-09 05:14,92,2073.83,16300,175,6,17,2003.0,70.83,1214.94,37793,787,11.85,1.7069,6553.3
EK4270,A320,CAI,DEL,2025-09-10 17:46,2025-09-10 23:09,323,6667.97,15439,139,20,20,6614.39,53.58,4412.05,32240,818,47.97,1.5113,21070.79
MS9360,A320,IST,DEL,2025-12-06 08:23,2025-12-06 13:32,309,6629.26,13812,136,21,20,6318.12,311.14,4573.44,32737,886,48.74,1.4495,20948.46
SV8058,A320,DEL,KHI,2025-10-11 11:00,2025-10-11 12:14,74,1713.59,15811,128,30,12,1638.1100000000001,75.48,1067.83,30257,857,13.39,1.6047,5414.94
QR2781,A320,IST,CAI,2025-12-02 23:05,2025-12-03 00:34,89,1904.02,7745,170,23,7,1857.45,46.57,1261.41,38363,842,11.2,1.5094,6016.7
EK3499,A320,IST,DXB,2025-07-13 07:35,2025-07-13 11:15,220,4642.73,10026,162,28,6,4500.26,142.47,3029.96,33585,825,28.66,1.5323,14671.03
QR9278,A320,CAI,IST,2025-12-06 11:25,2025-12-06 12:50,85,1862.49,12550,162,29,8,1825.5,36.99,1261.41,37982,881,11.5,1.4765,5885.47
EK6433,A320,DOH,IST,2025-03-16 06:08,2025-03-16 09:29,201,4121.29,12382,157,8,18,4143.82,-22.53,2756.39,35357,819,26.25,1.4952,13023.28
EK8691,A320,DEL,IST,2025-06-08 13:25,2025-06-08 18:40,315,6552.45,14430,103,8,6,6444.3,108.15,4573.44,38210,869,63.62,1.4327,20705.74
PK8305,A320,JED,DEL,2025-07-14 22:47,2025-07-15 03:36,289,6006.06,11319,111,25,22,5893.19,112.87,3886.02,38774,806,54.11,1.5456,18979.15
PK4297,A320,KHI,DOH,2025-02-08 18:25,2025-02-08 20:20,115,2587.32,17419,87,29,8,2474.19,113.13,1568.56,37936,815,29.74,1.6495,8175.93
AI464,A320,DOH,KHI,2025-10-22 02:42,2025-10-22 04:26,104,2132.67,11862,138,20,15,2198.62,-65.95,1568.56,32794,899,15.45,1.3596,6739.24
TK5984,A320,DXB,IST,2025-08-01 01:35,2025-08-01 05:17,222,4648.35,16245,82,30,10,4602.45,45.9,3029.96,32565,817,56.69,1.5341,14688.79
MS8278,A320,CAI,DEL,2025-01-06 03:15,2025-01-06 08:17,302,6172.66,16511,121,7,7,6205.11,-32.45,4412.05,32483,876,51.01,1.399,19505.61
TK4845,A320,CAI,JED,2025-06-09 12:37,2025-06-09 14:00,83,1701.68,8233,159,30,8,1742.33,-40.65,1214.94,31261,877,10.7,1.4006,5377.31
AI9633,A320,JED,IST,2025-09-24 14:58,2025-09-24 17:46,168,3543.73,6328,116,6,22,3423.28,120.45,2383.55,38788,848,30.55,1.4867,11198.19
AI6108,A320,CAI,DOH,2025-01-15 07:45,2025-01-15 10:08,143,2955.05,13116,150,17,23,2991.16,-36.11,2060.93,38230,859,19.7,1.4338,9337.96
PK2155,A320,IST,DXB,2025-06-27 13:00,2025-06-27 16:44,224,4650.51,7916,111,14,15,4559.16,91.35,3029.96,31874,808,41.9,1.5348,14695.61
TK5750,A320,IST,KHI,2025-03-28 17:01,2025-03-28 21:35,274,5809.92,12437,80,18,20,5604.37,205.55,3975.55,38840,868,72.62,1.4614,18359.35
MS8088,A320,DXB,JED,2025-04-05 16:46,2025-04-05 18:47,121,2703.52,16700,161,15,8,2587.0,116.52,1702.17,33942,844,16.79,1.5883,8543.12
TK4453,A320,JED,DOH,2025-10-07 14:23,2025-10-07 16:03,100,2187.44,15955,125,29,17,2159.55,27.89,1332.96,37080,793,17.5,1.641,6912.31
QR8656,A320,KHI,DXB,2025-10-12 06:38,2025-10-12 08:01,83,1672.2,8639,125,23,15,1746.39,-74.19,1190.18,31944,857,13.38,1.405,5284.15
SV3453,A320,DOH,CAI,2025-04-22 15:00,2025-04-22 17:38,158,3348.54,9931,139,12,12,3259.31,89.23,2060.93,34217,780,24.09,1.6248,10581.39
PK4408,A320,JED,DXB,2025-05-16 18:25,2025-05-16 20:20,115,2447.19,14328,151,10,20,2443.28,3.91,1702.17,35641,886,16.21,1.4377,7733.12
MS9795,A320,KHI,DEL,2025-08-05 02:37,2025-08-05 03:52,75,1622.08,17017,152,22,15,1670.17,-48.09,1067.83,35840,846,10.67,1.519,5125.77
AI9633,A320,DOH,KHI,2025-07-12 10:42,2025-07-12 12:38,116,2504.77,13039,155,15,11,2450.39,54.38,1568.56,30695,811,16.16,1.5969,7915.07
PK7216,A320,DXB,KHI,2025-07-28 20:18,2025-07-28 21:42,84,1670.76,6472,120,18,10,1744.72,-73.96,1190.18,32870,841,13.92,1.4038,5279.6
SV7417,A320,CAI,DEL,2025-01-21 14:33,2025-01-21 19:59,326,6742.45,10922,170,23,24,6629.22,113.23,4412.05,38097,811,39.66,1.5282,21306.14
EK5697,A320,JED,DEL,2025-08-15 07:29,2025-08-15 11:51,262,5228.41,12071,114,9,6,5360.71,-132.3,3886.02,34624,889,45.86,1.3454,16521.78
MS563,A320,DXB,JED,2025-08-01 19:14,2025-08-01 21:24,130,2663.07,14339,132,29,19,2743.39,-80.32,1702.17,33686,781,20.17,1.5645,8415.3
EK9962,A320,CAI,JED,2025-03-05 09:01,2025-03-05 10:24,83,1863.66,13732,146,23,18,1797.32,66.34,1214.94,34627,869,12.76,1.5339,5889.17
SV5296,A320,DXB,KHI,2025-07-18 09:32,2025-07-18 10:57,85,1832.54,15656,142,28,19,1856.56,-24.02,1190.18,30751,835,12.91,1.5397,5790.83
EK932,A320,KHI,DEL,2025-12-28 06:39,2025-12-28 07:50,71,1469.86,10500,100,30,10,1525.0,-55.14,1067.83,32404,896,14.7,1.3765,4644.76
QR6267,A320,DEL,DXB,2025-01-10 15:00,2025-01-10 17:33,153,3333.2,12186,96,29,22,3181.86,151.34,2186.68,35719,856,34.72,1.5243,10532.91
MS733,A320,DEL,IST,2025-02-01 01:30,2025-02-01 06:38,308,6026.21,9572,125,30,16,6255.72,-229.51,4573.44,35429,890,48.21,1.3177,19042.82
QR4514,A320,IST,DOH,2025-11-02 05:37,2025-11-02 09:03,206,4263.17,17281,82,17,8,4292.81,-29.64,2756.39,30572,800,51.99,1.5467,13471.62
SV120,A320,DEL,CAI,2025-12-27 13:33,2025-12-27 19:00,327,6842.71,16193,166,13,12,6701.93,140.78,4412.05,32054,809,41.22,1.5509,21622.96
AI1463,A320,DOH,DXB,2025-11-25 02:13,2025-11-25 02:42,29,630.04,6001,127,14,9,640.01,-9.97,378.52,30096,780,4.96,1.6645,1990.93
PK621,A320,JED,DOH,2025-11-12 11:37,2025-11-12 13:07,90,1933.79,10269,135,8,10,1902.69,31.1,1332.96,31437,880,14.32,1.4507,6110.78
TK7396,A320,DOH,DEL,2025-04-23 13:50,2025-04-23 17:00,190,3823.33,13046,133,24,22,3930.46,-107.13,2553.18,38143,803,28.75,1.4975,12081.72
TK3659,A320,KHI,CAI,2025-02-12 11:37,2025-02-12 15:37,240,5204.94,16347,85,5,23,4963.47,241.47,3565.44,31597,889,61.23,1.4598,16447.61
AI1333,A320,DXB,DOH,2025-02-15 03:24,2025-02-15 03:51,27,687.09,17092,134,16,15,710.9200000000001,-23.83,378.52,30949,830,5.13,1.8152,2171.2
QR3319,A320,JED,DEL,2025-11-19 13:36,2025-11-19 18:09,273,5616.26,14828,119,23,23,5608.28,7.98,3886.02,36084,852,47.2,1.4452,17747.38
EK8194,A320,KHI,CAI,2025-07-11 07:05,2025-07-11 11:04,239,5015.56,9276,145,7,11,4872.76,142.8,3565.44,33253,894,34.59,1.4067,15849.17
EK5210,A320,IST,JED,2025-02-14 02:22,2025-02-14 05:01,159,3316.15,9824,154,17,25,3278.24,37.91,2383.55,36006,894,21.53,1.3913,10479.03
SV6167,A320,KHI,DXB,2025-11-05 06:49,2025-11-05 08:19,90,2008.69,12489,136,7,15,1924.89,83.8,1190.18,31060,786,14.77,1.6877,6347.46
